timestamp|paslon_01|paslon_02|c1_url|pemilih_terdaftar|jumlah_suara_sah|pengguna_hak_pilih|jumlah_suara|jumlah_suara_tdk_sah|tps|kelurahan|kecamatan|kabupaten|wilayah|b+c+i|checker o|b+c|checker q
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUKA JADI|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUKA JADI|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUKA JADI|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SUKA JADI|BANDA MULIA|ACEH TAMIANG|ACEH||||
4/20/2019 23:15|33|163|https://pemilu2019.kpu.go.id/img/c/900/790/900790570/87912-1-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/790/900790570/87912-1-C1-PPWP-X2.jpg|256|196|203|203|7|TPS 1|SUKA MULIA UPAH|BANDA MULIA|ACEH TAMIANG|ACEH|203|0|196|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUKA MULIA UPAH|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUKA MULIA UPAH|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SUKA MULIA UPAH|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|SUKA MULIA UPAH|BANDA MULIA|ACEH TAMIANG|ACEH||||
4/20/2019 23:15|4|111|https://pemilu2019.kpu.go.id/img/c/900/775/900775202/84188-1-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/775/900775202/84188-1-C1-PPWP-X2.jpg|166|115|123|123|8|TPS 1|TANJUNG KEURAMAT|BANDA MULIA|ACEH TAMIANG|ACEH|123|0|115|0
4/20/2019 23:15|14|130|https://pemilu2019.kpu.go.id/img/c/900/775/900775203/84188-2-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/775/900775203/84188-2-C1-PPWP-X4.jpg|179|144|148|148|4|TPS 2|TANJUNG KEURAMAT|BANDA MULIA|ACEH TAMIANG|ACEH|148|0|144|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TANJUNG KEURAMAT|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|TANJUNG KEURAMAT|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TELAGA MEUKU DUA|BANDA MULIA|ACEH TAMIANG|ACEH||||
4/20/2019 23:15|22|190|https://pemilu2019.kpu.go.id/img/c/900/012/900012409/5879-2-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/012/900012409/5879-2-C1-PPWP-X2.jpg|267|212|226|226|14|TPS 2|TELAGA MEUKU DUA|BANDA MULIA|ACEH TAMIANG|ACEH|226|0|212|0
4/20/2019 23:15|21|153|https://pemilu2019.kpu.go.id/img/c/900/012/900012410/5879-3-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/012/900012410/5879-3-C1-PPWP-X2.jpg|212|174|181|181|7|TPS 3|TELAGA MEUKU DUA|BANDA MULIA|ACEH TAMIANG|ACEH|181|0|174|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|TELAGA MEUKU DUA|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|TELAGA MEUKU DUA|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TELAGA MEUKU SA|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TELAGA MEUKU SA|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TELAGA MEUKU SA|BANDA MULIA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUR JAMBU|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ARAS SEMBILAN|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 7|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 8|BABO|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BATANG ARA|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BATANG ARA|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BATU BEDULANG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BATU BEDULANG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BENGKELANG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BENGKELANG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BLANG KANDIS|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BLANG KANDIS|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|BLANG KANDIS|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|BLANG KANDIS|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|BLANG KANDIS|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|BLANG KANDIS|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|JAMBO RAMBONG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|JAMBO RAMBONG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|JAMBO RAMBONG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|JAMBO RAMBONG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PANTAI CEMPA|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PANTAI CEMPA|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PANTAI CEMPA|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PENGIDAM|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PENGIDAM|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PERKEBUNAN ALUR JAMBU|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PERUPUK|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PERUPUK|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|RANTAU BINTANG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|RANTAU BINTANG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|RANTAU BINTANG|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SERBA|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SERBA|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUNTING|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUNTING|BANDAR PUSAKA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUE CANTEK|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BALAI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BALAI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|BALAI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|BALAI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BANDAR BARU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BANDAR BARU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|BANDAR BARU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|BANDAR BARU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BANDAR KHALIFAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BANDAR KHALIFAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|BANDAR KHALIFAH|BENDAHARA|ACEH TAMIANG|ACEH||||
4/20/2019 23:15|33|150|https://pemilu2019.kpu.go.id/img/c/900/011/900011756/5739-1-C1-PPWP-X1.jpg, https://pemilu2019.kpu.go.id/img/c/900/011/900011756/5739-1-C1-PPWP-X2.jpg|219|183|187|187|4|TPS 1|CINTA RAJA|BENDAHARA|ACEH TAMIANG|ACEH|187|0|183|0
4/20/2019 23:15|23|157|https://pemilu2019.kpu.go.id/img/c/900/011/900011757/5739-2-C1-PPWP-X3.jpg, https://pemilu2019.kpu.go.id/img/c/900/011/900011757/5739-2-C1-PPWP-X4.jpg|224|180|189|189|9|TPS 2|CINTA RAJA|BENDAHARA|ACEH TAMIANG|ACEH|189|0|180|0
4/20/2019 23:15|21|128|https://pemilu2019.kpu.go.id/img/c/900/011/900011758/5739-3-C1-PPWP-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/011/900011758/5739-3-C1-PPWP-X6.jpg|182|149|153|153|4|TPS 3|CINTA RAJA|BENDAHARA|ACEH TAMIANG|ACEH|153|0|149|0
4/20/2019 23:15|30|80|https://pemilu2019.kpu.go.id/img/c/900/011/900011759/5740-1-C-XXX-X5.jpg, https://pemilu2019.kpu.go.id/img/c/900/011/900011759/5740-1-C-XXX-X6.jpg|130|110|111|111|1|TPS 1|KUALA GENTING|BENDAHARA|ACEH TAMIANG|ACEH|111|0|110|0
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KUALA PENAGA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KUALA PENAGA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|KUALA PENAGA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|LAMBUNG BLANG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|LUBUK BATIL|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|LUBUK BATIL|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MARLEMPANG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MARLEMPANG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|MARLEMPANG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|MARLEMPANG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MATANG TEPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MATANG TEPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|MATANG TEPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|MATANG TEPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MESJID BENDAHARA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MESJID SUNGAI IYU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MESJID SUNGAI IYU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|MESJID SUNGAI IYU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|MESJID SUNGAI IYU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|MESJID SUNGAI IYU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PERKEBUNAN SUNGAI IYU|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PERKEBUNAN UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|RAJA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|RAJA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|RANTAU PAKAM|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|RANTAU PAKAM|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|RANTAU PAKAM|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|RANTAU PAKAM|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SEUNEUBOK ACEH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SEUNEUBOK ACEH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SEUNEUBOK DALAM MESJID|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SEUNEUBOK DALAM UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SEUNEUBOK DALAM UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUKA MULIA BENDAHARA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUKA MULIA BENDAHARA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG BINJAI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG LIPAT I|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TANJUNG LIPAT I|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|TANJUNG LIPAT I|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG LIPAT II|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG MULIA|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJUNG PARIT|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TELUK HALBAN|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TELUK HALBAN|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TELUK KEMIRI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TELUK KEPAYANG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TELUK KEPAYANG|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TENGKU TINGGI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TENGKU TINGGI|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TUMPOK TENGAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|UPAH|BENDAHARA|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|AIR TENANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|AIR TENANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUE LHOK|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|ALUE LHOK|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|ALUE LHOK|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|ALUE LHOK|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUR BAUNG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|ALUR BAUNG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|ALUR BAUNG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|ALUR BAUNG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|ALUR BAUNG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUR BEMBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|ALUR BEMBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|ALUR BEMBAN|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUR SELALAS|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|ALUR SELALAS|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BANAI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BANAI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BUKIT KERANJI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BUKIT KERANJI|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BUKIT PANJANG|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|BUNDAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|DALAM|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|JOHAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|JOHAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|JOHAR|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEBUN AFDELING SELELEH|KARANG BARU|ACEH TAMIANG|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KEBUN AFDELING SELELEH|KARANG BARU|ACEH TAMIANG|ACEH||||
