timestamp|paslon_01|paslon_02|c1_url|pemilih_terdaftar|jumlah_suara_sah|pengguna_hak_pilih|jumlah_suara|jumlah_suara_tdk_sah|tps|kelurahan|kecamatan|kabupaten|wilayah|b+c+i|checker o|b+c|checker q
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 14|SEUNEUBOK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUAK INDRAPURI|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUAK INDRAPURI|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUAK NIE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUAK RAYA|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUAK RAYA|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUAK RAYA|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUAK RIBEE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUAK RIBEE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|SUAK RIBEE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|SUAK RIBEE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|SUAK RIBEE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|SUAK RIBEE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 7|SUAK RIBEE|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUAK SIGADENG|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SUAK SIGADENG|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 14|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 15|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 16|UJONG BAROH|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|UJUNG KALAK|JOHAN PAHLAWAN|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUE LHEE|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUE LHOK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|ALUE LHOK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUE ON|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUE PEUDEUNG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|ALUE PEUDEUNG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|ALUE TAMPAK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|ALUE TAMPAK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|ALUE TAMPAK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|ALUE TAMPAK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BABAH MEULABOH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BEUREUGANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BEUREUGANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|BEUREUGANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BLANG DALAM|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BLANG GEUNANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|DRIEN CALEE|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEUDE ARON|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KEUDE ARON|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEUDE TANJONG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|KEUDE TANJONG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|KEURAMAT|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MAREK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MENUANG TANJONG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MENUANG TANJONG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MESJID|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MESJID|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MEUNASAH ARA|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MEUNASAH BULOH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MEUNASAH BULOH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MEUNASAH GANTUNG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MEUNASAH RAMBOT|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MEUNASAH RAMBOT|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MEUNASAH RAYEUK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MEUNASAH RAYEUK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MUKO|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PADANG MANCANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PADANG MANCANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PADANG SIKABU|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PADANG SIKABU|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PADANG SIKABU|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|PADANG SIKABU|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PALIMBUNGAN|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI ARA|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI JAMBU|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI JAMBU|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI JEUMPA|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI JEUMPA|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI KUMBANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI KUMBANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI MEUGAT|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI MEUGAT|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI TEUNGOH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI TEUNGOH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PEUNIA|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PEUNIA|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PUCOK PUNGKIE|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PUNGKIE|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PUNGKIE|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PUTIM|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PUUK|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SAWANG TEUBEE|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|SAWANG TEUBEE|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SIMPANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJONG BUNGA|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TANJONG MEULABOH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TEULADAN|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TEUPIN PANAH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TEUPIN PANAH|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|TUMPOK LADANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|TUMPOK LADANG|KAWAY XVI|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BALEE|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BALEE|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|BALEE|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BUKIT JAYA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|BUKIT JAYA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|BULOH|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|GUNONG KLENG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|GUNONG KLENG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|GUNONG KLENG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|GUNONG KLENG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|GUNONG KLENG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|LANGUNG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|LANGUNG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|LANGUNG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|LANGUNG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|LANGUNG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MESJID TUHA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MESJID TUHA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|MEUREUBO|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|MEUREUBO|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|MEUREUBO|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|MEUREUBO|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 5|MEUREUBO|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 6|MEUREUBO|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI ACEH BAROH|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI ACEH BAROH|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI ACEH TUNONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI ACEH TUNONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI MESJID|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI MESJID|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PASI MESJID|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PASI PINANG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PASI PINANG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PAYA BARO RP.|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 01|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 02|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 03|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 04|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 05|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 06|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 07|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 08|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 09|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 10|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 11|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 12|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 13|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 14|PAYA PEUNAGA|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PEUNAGA CUT UJONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PEUNAGA CUT UJONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PEUNAGA CUT UJONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PEUNAGA PASI|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PEUNAGA RAYEUK|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|PEUNAGA RAYEUK|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|PEUNAGA RAYEUK|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|PEUNAGA RAYEUK|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PUCOK REUDEUP|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|PULO TEUNGOH|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|RANTO PANYANG BARAT|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|RANTO PANYANG BARAT|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|RANTO PANYANG TIMUR|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|RANTO PANYANG TIMUR|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|RANTO PANYANG TIMUR|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|RANTO PANYANG TIMUR|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|RANUB DONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|RANUB DONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|REUDEUP|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|SUMBER BATU|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|UJONG DRIEN|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|UJONG DRIEN|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|UJONG DRIEN|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|UJONG TANJONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|UJONG TANJONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|UJONG TANJONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 4|UJONG TANJONG|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 1|UJONG TANOH DARAT|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 2|UJONG TANOH DARAT|MEUREUBO|ACEH BARAT|ACEH||||
NA|NA|NA|NA|NA|NA|NA|NA|NA|TPS 3|UJONG TANOH DARAT|MEUREUBO|ACEH BARAT|ACEH||||
